OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,GlobalID,SHAPE_Length,SHAPE_Area
6015,1955,CA,USF,KNF,CLAUSON,00000000,1955/08/25 00:00:00,,2,,,19.504194,,1,00000125,{1AD7D100-0904-4920-AB2E-6CF4EEE97433},1488.8220727055,142411.321727566
6016,1956,CA,USF,KNF,LOOKOUT SPRING,00000000,1956/11/16 00:00:00,,5,,,19.204622,,1,00000282,{438DF45D-DE42-487D-9A95-38F8E1BF2CBB},1484.32693677134,139337.684211208
6017,1957,CA,CDF,MMU,BISSETT,00000000,1957/08/19 00:00:00,,14,,,647.05969,,1,00000044,{F6291BF2-08F6-45AD-A129-17B16D3FCF5D},9482.41199321457,4154392.43122148
6018,1957,CA,CDF,AEU,BLUE TENT,00000000,1957/07/20 00:00:00,,14,,,430.18149,,1,00000048,{9D95DFCF-E457-47E2-A34D-7F98BCCF053E},8125.14116165963,2874999.10133882
6019,1957,CA,CDF,BTU,C. KAST,00000000,1957/09/05 00:00:00,,14,,,1202.5182,,1,00000152,{E368403A-4B30-49A0-A925-08CECBF07F8F},13199.8404657269,8203074.15042696
6020,1957,CA,CDF,LNU,C. SCOTT,00000000,1957/09/21 00:00:00,,14,,,273.64703,,1,00000078,{3FEBC6D6-7C5A-49A2-A1DA-B3312534D156},6397.25471847375,1818149.1682864
6021,1989,CA,CCO,LAC,PICO FIRE,00927329,1989/07/14 00:00:00,,14,,,84.948151,,1,00000089,{3FA08F79-E7A9-40C2-B876-DE06D01CB824},5509.40704524018,505927.501561094
6022,1989,CA,CCO,LAC,BLACK FIRE,00827519,1989/10/29 00:00:00,,14,,,169.53059,,1,00000089,{809909CF-A6DB-4CE9-B47E-52C7792A55EF},6179.67324880633,1006568.17381045
6023,1989,CA,CCO,LAC,TERREBONNE FIRE,00728659,1989/11/19 00:00:00,,14,,,207.27679,,1,00000089,{60DC4E11-3567-4D1A-97A6-04EA33F3E97C},4407.18863286362,1227640.98268354
6024,1989,CA,CCO,LAC,PACIFIC FIRE,00829919,1989/10/29 00:00:00,,14,,,3180.4033,,1,00000089,{CE882C8E-62B5-412F-BD3B-6A2FEC08EF70},23701.1909519297,18806792.2539878
6025,1989,CA,CCO,LAC,ONYX FIRE,00681467,1989/07/28 00:00:00,,14,,,326.29724,,1,00000189,{4F0AEA10-1905-4BCD-97AA-B502453BF039},7385.62579804073,1928847.71777603
6026,1989,CA,CCO,LAC,TURNBULL FIRE,00929114,1989/07/03 00:00:00,,14,,,1229.1409,,1,00000489,{0D5430CA-9BDA-400C-A233-150EAAAFCB65},17441.2063175309,7256006.41154485
6027,1994,CA,CDF,MVU,QUESTHAVEN,00000000,1994/11/29 00:00:00,,14,,,65.223602,,1,000045.0,{21C5DD3C-C04B-4295-B531-FF1E31A9211C},3327.67194027601,377140.547475026
6028,1994,CA,CDF,MVU,OLD JULIAN,00003298,1994/08/01 00:00:00,,2,,,209.82758,,1,00001078,{F978021C-756E-4287-9432-C61622531F30},5859.62932065958,1211830.11727589
6029,1994,CA,CDF,MVU,RODGIGUES,00005367,1994/09/16 00:00:00,,2,,,621.53748,,1,00000847,{4E7596E5-2CC4-43E5-B9C0-5D52A25E6245},11997.6780270597,3588307.46336402
6030,1994,CA,CDF,MVU,LA POSTA,00005226,1994/09/09 00:00:00,,9,,,363.76498,,1,00000819,{A64730CC-5B8A-4BC7-BECC-59057EA0EC4B},7297.41135906783,2083067.62446596
6031,1994,CA,CDF,MVU,GRAPE VINE,00000000,1994/08/07 00:00:00,,14,,,417.05927,,1,000040.0,{F6CBD8E2-8D8A-49FA-8191-B5F2F08EF581},6713.96679161471,2415116.25706813
6032,1994,CA,CDF,MVU,YAQUI,00000000,1994/08/11 00:00:00,,14,,,252.04459,,1,000041.0,{2D11754E-B80F-464D-AB0C-4B272C153410},5204.99534697842,1459473.28277454
6033,1994,CA,CDF,MVU,ROCOSO,00000000,1994/01/12 00:00:00,,14,,,3217.9119,,1,000037.0,{459C60A9-D203-45BB-8671-4057DC299FBB},31622.379775579,18518337.1487387
6034,1994,CA,CDF,MVU,OTAY #4,00005929,1994/10/09 00:00:00,,4,,,2983.3528,,1,00000943,{AA477B0D-D2B1-4466-B3D3-901D9636A4A7},25928.2054399781,17061769.1795649
6035,1994,CA,USF,BDF, ,00000000,,,14,,,41.85907,,1,00000000,{59E680D0-CC11-4020-9887-46FEB560A957},2230.20900791283,246930.564345819
6036,1994,CA,USF,BDF, ,00000000,,,14,,,132.57674,,1,00000000,{38C6848B-D5D1-45E4-BBCD-BCFA62F94D42},3674.27398515163,781829.127950422
6037,1994,CA,USF,BDF, ,00000000,,,14,,,743.75024,,1,00000000,{263AA436-B84D-46EB-8428-DD6D94F5D60F},9093.43492566681,4359414.60235785
6038,1994,CA,CDF,RRU,FAIRVIEW,00028900,1994/06/27 00:00:00,,7,,,1740.743,,1,00000869,{C9EE349B-58F3-4760-9B89-15C43A5BD5C8},16175.2487710895,10201917.5360031
6039,1994,CA,CDF,RRU, ,00035668,1994/08/05 00:00:00,,2,,,27.649002,,1,00001221,{0315E476-5479-48EC-AFF4-68BD35DAB08B},1924.64208614665,162732.953940039
6040,1994,CA,CDF,RRU, ,00036879,1994/08/12 00:00:00,,1,,,443.36676,,1,00001287,{18959D6D-450C-4444-A080-7D59C3DF9913},8474.33827387534,2596989.61942902
6041,1968,CA,CCO,LAC, ,00000000,1968/07/02 00:00:00,,14,,,29.179127,,1,00000000,{24448604-D5F1-48E7-8C7D-F622A9022AC8},1789.55655294551,173001.697389654
6042,1968,CA,CCO,LAC, ,00000000,1968/07/05 00:00:00,,14,,,47.092201,,1,00000000,{48E6385B-2D2B-4C87-9061-2644DA66B120},2186.17389265677,279022.991864938
6043,1968,CA,CCO,LAC, ,00000000,1968/06/14 00:00:00,,14,,,75.166016,,1,00000000,{E1066395-BDED-4E7C-8E1B-70FE0F7FBBF0},2929.84994144633,443962.867944324
6044,1968,CA,CCO,LAC, ,00000000,1968/12/31 00:00:00,,14,,,17.324694,,1,00000000,{EC37FE77-6420-428F-8E2B-41385C326BDB},1240.40025202794,102319.288469015
6045,1968,CA,CCO,LAC, ,00000000,1968/09/25 00:00:00,,14,,,46.933662,,1,00000000,{BA8F0AF7-D3C9-4774-99C8-FFFCFEB822DB},2075.39867961072,278144.041377278
6046,1968,CA,CCO,LAC, ,00000000,1968/07/27 00:00:00,,14,,,26.033968,,1,00000000,{E16738AD-7123-4E79-BBB9-139A54AA465A},1710.58920002176,154254.031342838
6047,1968,CA,CCO,LAC, ,00000000,1968/07/24 00:00:00,,14,,,33.568157,,1,00000000,{F11993A7-C52F-4474-A1F3-F4C891E94E47},2069.94063524777,198725.652224867
6048,1968,CA,CCO,LAC, ,00000000,1968/08/15 00:00:00,,14,,,79.442772,,1,00000000,{AA96E610-EB4B-4FF8-8EE4-22A788A9CD7C},3239.56565943853,470408.051925902
6049,1968,CA,CCO,LAC, ,00000000,1968/11/18 00:00:00,,14,,,2.9696467,,1,00000000,{BD27C361-3027-440F-BCF5-CF1BB1532559},691.423607265152,17610.8761587939
6050,1968,CA,CCO,LAC, ,00000000,1968/07/03 00:00:00,,14,,,83.1306,,1,00000000,{4C3B3CC5-4992-47BC-9555-0C193128E1C0},3136.60869836366,494126.200145688
6051,1968,CA,CCO,LAC, ,00000000,1968/09/09 00:00:00,,14,,,6.8332133,,1,00000000,{B3A463BC-D228-4D37-9B62-28B82D9D9A73},754.452656233342,40523.8317913087
6052,1968,CA,CCO,LAC, ,00000000,1968/07/07 00:00:00,,14,,,17.701653,,1,00000000,{CB41089B-BC75-4177-B14D-D9564FA56E61},1438.81816856599,104999.598490193
6053,1968,CA,USF,SRF,BOUNDARY,00000000,1968/08/07 00:00:00,,1,,,2.9874403,,1,00400076,{DDF30588-7C4C-47BC-8FFF-BE844B305E80},510.208857715211,20662.3163728735
6054,1968,CA,USF,SRF,MAPLE,00000000,1968/08/08 00:00:00,,1,,,2.9875095,,1,00400077,{5CB5490B-1724-489F-BA5D-87F540785925},511.600522613847,20775.1891269877
6055,1968,CA,USF,SRF,CROSSING,00000000,1968/08/08 00:00:00,,1,,,3.4853566,,1,00400078,{6B10A5EF-E541-4D41-A051-9876018A987F},551.399642528625,24133.2633373148
6056,1968,CA,USF,SRF,EIGHTY,00000000,1968/08/07 00:00:00,,1,,,2.4896111,,1,00400079,{91999201-8BDB-405C-8757-4318A972EBF7},466.171997471521,17249.4533955373
6057,1968,CA,USF,SRF,MAD,00000000,1968/08/10 00:00:00,,1,,,2.190783,,1,00400080,{0C39822D-2F2D-40CF-8468-82D512809906},438.865932462493,15287.8632091079
6058,1968,CA,USF,KNF,WATER PUMP,00000000,1968/04/29 00:00:00,,9,,,21.745934,,1,00000004,{77AF9397-7DFF-4017-924C-8C508B2E47B3},1808.83210492102,158362.950564711
6059,1968,CA,USF,KNF,SPRING GULCH,00000000,1968/07/30 00:00:00,,1,,,16.513746,,1,00000054,{C6F19E69-2AC1-469E-B6F0-D71BEFB52C8A},1282.96369981546,118015.485540357
6060,1968,CA,USF,KNF,HORSETHIEF,00000000,1968/08/11 00:00:00,,7,,,439.103,,1,00000084,{1FA054E2-8FDE-4710-B82C-9FAEE5ACFC05},6986.54221841378,3187163.99850237
6061,1968,CA,USF,KNF,ROCK SPRINGS,00000000,1968/10/28 00:00:00,,5,,,98.46199,,1,00000105,{B0857946-DAB6-4697-8B7C-822EA038BF9A},3823.26159887355,712535.848174861
6062,1932,CA,USF,SRF,GRAHAM LAKE,00000000,1932/09/28 00:00:00,,5,,,16.788429,,1,00400613,{37E25E31-C119-41DC-BE61-53A0A2ED0E4C},1263.69289219179,116680.875152626
6063,1932,CA,USF,KNF, ,00000000,,,14,,,1106.4812,,1,00000000,{6162B032-4EBA-443A-9CCE-694CE6B56496},12755.9790646232,7999118.48226971
6064,1932,CA,USF,KNF,TRAPPER,00000000,1932/10/11 00:00:00,,5,,,17.822559,,1,00000244,{F6CC7EBB-16A5-49D7-98B3-6D1302311679},1757.89661275849,130570.065040265
6065,1932,CA,USF,MNF,HAYSHED,00000000,,,2,,,10045.277,,1,00000046,{2AE71F9C-A3E6-4F4F-AFF1-4863BB7C9C02},37856.0779336908,68773531.7071688
6066,1932,CA,USF,MNF,ELDER CREEK,00000000,,,2,,,2721.0872,,1,00000048,{AE6F44B6-D5A4-40BD-AF43-D17D47F943FA},22849.0655351653,18745917.2763484
6067,1933,CA,USF,BDF, ,00000000,,,14,,,232.35851,,1,00000000,{1C10FB9E-15D2-4704-927F-B4322F5577F1},8526.34537912781,1368014.08693841
6068,1933,CA,CCO,LAC,AGOURA NO. 2,00000000,1933/01/10 00:00:00,,14,,,314.9404,,1,00000000,{89622720-369C-4F96-A4E7-5B3A2CB54F40},8862.94898107336,1864886.63550555
6069,1933,CA,USF,ENF, ,00000000,,,9,,,84.533264,,1,000078G3,{C44C0CB7-7F05-42D6-94FA-075E22A0C9E6},3427.49767064909,566095.577919879
6070,1933,CA,USF,SHF, ,00000000,,,9,,,120.09749,,1,00000583,{42F00F75-8A91-477C-A482-76B3EEDB9D92},3947.41852585322,861167.191330218
6071,1933,CA,USF,SHF, ,00000000,,,9,,,401.41898,,1,00000503,{3D13848F-69CE-455B-8399-928D78109403},8246.3528942771,2877747.8882266
6072,1933,CA,USF,SHF, ,00000000,,,9,,,1080.5302,,1,00000652,{5FE07C48-8C17-45CD-9EC2-2E22E72AD641},19243.1817483199,7678778.01852986
6073,1933,CA,USF,PNF, ,00000000,,,14,,,913.94232,,1,00000001,{3E654D9F-19FE-45DC-A709-D96AF4D6F42E},12452.3874184326,6355307.16825678
6074,1933,CA,USF,SNF, ,00000000,,,14,,,984.54041,,1,00000001,{58A51466-8700-4374-8345-452BA4D840E4},11207.0806862622,6344095.83655155
6075,1933,CA,USF,SNF, ,00000000,,,14,,,2416.1943,,1,00000002,{D3B01945-DB84-4DFE-B234-07A3FEFA3C2A},16316.0840167015,15430506.2456152
6076,1933,CA,USF,SNF, ,00000000,,,14,,,77.320686,,1,00000003,{176E69EE-574E-4017-98D1-3FB65A9101AD},2673.30892431384,497652.320820636
6077,1933,CA,USF,KNF, ,00000000,,,14,,,31.801117,,1,00000100,{AB45CCB1-2ABD-404E-B75D-1165017DC223},2078.50590877998,231346.746223851
6078,1933,CA,USF,KNF, ,00000000,,,14,,,90.383514,,1,00000106,{E08EAC6A-FDE3-4768-9963-E9B6083B91BD},3487.61737760866,657263.919918089
6079,1933,CA,USF,KNF, ,00000000,,,14,,,128.50165,,1,00000314,{1AB92990-A9B3-4222-810F-9E6ECF50E4FF},3590.64763865301,917984.415803226
6080,1933,CA,USF,MNF,NOEL RIDGE,00000000,,,9,,,640.09631,,1,00000005,{E1988362-A6B3-438E-8631-F3AB62E9CE72},11916.8550974879,4359886.70244323
6081,1933,CA,USF,MNF,BRUSHY RIDGE,00000000,,,9,,,1485.401,,1,00000023,{CD2D43C7-2D0D-4ABC-9D47-C6696DA162EF},20474.2173950006,10099557.8075839
6082,1933,CA,USF,MNF,DAN PITNEY,00000000,,,14,,,8052.4893,,1,00000017,{784A2889-21CD-4E03-91E1-FDB2003446BE},36777.2134699236,54408986.2657284
6083,1933,CA,USF,SQF, ,00000000,,,9,,,404.51288,,1,00000008,{D4EDF3C8-E2B0-4355-9D24-EB033120DE74},10543.388048683,2558819.94642433
6084,1933,CA,USF,SQF, ,00000000,,,1,,,23.29348,,1,00000011,{A7ED1687-9203-4F3A-A8E2-7C2B717D2BC1},1596.81985163029,145371.998157489
6085,1933,CA,USF,SQF, ,00000000,,,1,,,59.543007,,1,00000006,{FB4A98A6-243E-4F47-9665-7217A204500F},2637.74263540545,367671.258808971
6086,1933,CA,USF,SQF, ,00000000,,,9,,,1001.0734,,1,00000041,{2763B075-4910-4D97-A208-603BBAB6621F},11704.3983316589,6143418.00846456
6087,1933,CA,USF,SQF, ,00000000,,,1,,,19.289282,,1,00000016,{EF914358-B823-4286-8837-E80D61F8157A},1446.13893343078,118062.895120735
6088,1933,CA,CDF,TUU,UNKNOWN,00000000,,,14,,8.89,8.8976355,,1,00000036,{FB656C81-5096-490B-8D39-B7E20EB4D278},1118.90242036683,55625.6276169308
6089,1933,CA,USF,CNF, ,00000000,,,14,,,60.2925,,1,00000021,{79BAFD65-3F75-4316-B357-F4155D3496F9},2516.68666198227,346546.015158241
6090,1933,CA,USF,CNF, ,00000000,,,14,,,465.17285,,1,00000023,{1760E1BC-E692-437B-8256-0AD91E9418AA},14705.9466193237,2659128.34361966
6091,1933,CA,USF,MDF,TIMBER MT.,00000000,1933/08/19 00:00:00,,1,,,26.625784,,1,00000044,{356C37D6-D83C-48F7-A6E5-4396707DC19E},4494.53089905845,193105.887653759
6092,1933,CA,USF,MDF,SUGAR HILL,00000000,1933/08/01 00:00:00,,9,,,161.50006,,1,00000016,{1AC178DC-C0C5-4FC0-ACFD-EBD2997824DD},5099.92481555823,1177977.94595687
6093,1933,CA,USF,MDF, ,00000000,,,9,,,597.91858,,1,00000001,{14CFB8EF-5597-4CA3-B8C7-50126A084767},10301.3830657529,4362159.49953505
6094,1933,CA,USF,SRF,N/A,00000000,1933/08/15 00:00:00,,5,,,4.9788384,,1,00000180,{F00E5583-BF67-4E37-8D1E-EA071AF69D4C},676.810851069982,36359.5083612428
6095,1933,CA,USF,SRF,N/A,00000000,1933/09/08 00:00:00,,1,,,4.9786239,,1,00000184,{26B34AA1-038B-47E0-805E-2BD7DE75B4C0},677.253319492257,36407.0596919959
6096,1933,CA,USF,SRF,N/A,00000000,1933/09/15 00:00:00,,1,,,54.764557,,1,00000185,{1CE40E53-C571-490B-86F6-BD517BB8D815},2245.68005497808,400294.031370804
6097,1933,CA,USF,SRF,N/A,00000000,1933/09/22 00:00:00,,3,,,4.978456,,1,00000186,{4ADB4EED-E0F9-42F5-A6AD-E8EE86903217},676.932670911154,36372.5968446628
6098,1933,CA,USF,SRF,N/A,00000000,1933/09/29 00:00:00,,3,,,4.9785023,,1,00000187,{6F9B8EE9-EF44-433E-B11C-C355D34E35AD},677.397583250297,36422.5743289509
6099,1933,CA,USF,SRF,MEYERS,00000000,1933/08/25 00:00:00,,5,,,9.8584595,,1,00400609,{46D0E7EC-1B0B-4D51-B3F0-888F555A2B55},926.142784985448,68083.0522266594
6100,1933,CA,USF,KNF,ROBERTS,00000000,1933/06/01 00:00:00,,9,,,49.966091,,1,00000013,{4F6AD134-634E-4B11-AECF-76E5DFBC347B},2760.17354720796,363750.390047537
6101,1933,CA,USF,KNF,EVERILL GULCH,00000000,1933/07/20 00:00:00,,3,,,110.15908,,1,00000027,{0579BC25-ECD5-47F2-8457-B197622A3E22},4521.37018636218,803039.208133078
6102,1933,CA,USF,KNF,SOAP CREEK,00000000,1933/08/15 00:00:00,,7,,,981.27588,,1,00000040,{1A768B17-2BF8-498E-A75B-423E9D90C9F9},11809.9176899373,7123648.28282478
6103,1933,CA,USF,KNF,LIMESTONE,00000000,1933/09/10 00:00:00,,9,,,212.67888,,1,00000056,{C6630875-DEBC-4873-BF4E-9F7BF8E993FE},5696.23239653528,1519278.62752859
6104,1934,CA,CCO,LAC,BROWN MTN NO. 29,00000000,1934/07/26 00:00:00,,14,,,3772.2361,,1,00000000,{03B59CB6-0895-4A4E-B303-3D60A0F7714E},20786.4824832097,22388280.3308905
6105,1934,CA,CCO,VNC,LOS SAUCES,00000000,1934/06/01 00:00:00,,14,,,42.969971,,1,00000000,{63FC1A0A-0D19-4555-8A23-510C9D537788},2792.79057699737,255772.159824472
6106,1934,CA,USF,LPF, ,00000000,,,9,,,508.71103,,1,00000016,{9026D134-7AD1-49B3-9D4E-1D51A23BFBC9},7222.6851825584,3084793.7929543
6107,1934,CA,USF,CNF, ,00000000,,,9,,,2752.6306,,1,00000029,{38CCA6D7-E5A0-4458-A4F9-AF39F0B4C42C},22987.51523734,15990436.0254287
6108,1934,CA,USF,CNF, ,00000000,,,9,,,4488.2749,,1,00000027,{3B704A31-CB04-4E8B-B709-3EE41C7750B4},24869.5933165385,25827898.2766346
6109,1934,CA,USF,CNF, ,00000000,,,9,,,367.93753,,1,00000028,{2467B374-AE4F-4401-AE56-94F93324C004},10259.8822355504,2108431.66701631
6110,1934,CA,USF,ENF,PATTERSON,00000000,1934/03/21 00:00:00,,9,,,61.651604,,1,000004G4,{7BCD73F0-12CD-4094-8949-03ED00DA16C6},2416.34357655819,412353.828857324
6111,1934,CA,USF,ENF,WHALER CK,00000000,1934/09/01 00:00:00,,9,,,367.14581,,1,000088G4,{E900C656-F3A5-4C5C-A7E9-E3571E9E69E9},5798.56836631926,2454292.76914073
6112,1934,CA,USF,ENF,SLATE MOUNTAIN,00000000,1934/03/11 00:00:00,,9,,,396.41263,,1,00001G1_,{9E880A1F-DF8B-4297-BF0B-DA53DABF75E0},6393.80507131666,2649291.23069919
6113,1934,CA,USF,ENF,SIESNOP,00000000,1934/09/18 00:00:00,,9,,,17.469801,,1,0000118G,{F203C7D6-872C-404E-9EF6-21CBEF467BE6},1267.97167702953,116736.879671732
6114,1934,CA,USF,ENF, ,00000000,,,9,,,95.800018,,1,0000120G,{AAC4D605-2B6E-4A02-B1F2-A08217DD351C},3296.36445400151,640071.60592427
6115,1934,CA,USF,ENF, ,00000000,,,9,,,15.051134,,1,000087G4,{5527BC3C-F9CD-4838-9E85-9F6B31C71BAD},1168.22672873136,100529.666001721
6116,1934,CA,USF,ENF,MULE CANYON,00000000,1934/08/17 00:00:00,,1,,,29.065466,,1,000066P1,{B8A3531F-6415-43AD-A1D3-E33CCEB66C8B},1656.90817430309,193479.073761788
6117,1934,CA,USF,ENF,TIMM,00000000,1934/08/06 00:00:00,,9,,,39.488003,,1,000054G2,{F73B938A-97B2-4683-9905-D8A07663DC00},2076.86745835454,263676.234634883
6118,1934,CA,USF,ENF, ,00000000,,,9,,,23.756271,,1,000058G3,{8E5E0A99-2775-474C-B051-F4DD0BA6725E},1435.8732457521,158621.722166239
6119,1934,CA,USF,ENF, ,00000000,,,9,,,33.792828,,1,00000134,{C609CEB3-C093-4A56-912D-B3EC86C77D90},1855.18026849194,225084.772782042
6120,1934,CA,USF,ENF, ,00000000,,,1,,,11.313516,,1,000078C1,{0FF56A93-37D2-47E7-BF0C-A94DA4E5D259},986.45205947792,74870.6799257906
6121,1934,CA,USF,SHF, ,00000000,,,14,,,393.29016,,1,00000164,{2C786E8D-B1DE-4176-861F-12BFE0040F30},7690.05857405082,2808493.54202843
6122,1934,CA,USF,SHF, ,00000000,,,9,,,1136.5303,,1,00000040,{3526AB17-4E5E-44FE-AC7D-208A7980917B},14165.650730742,8044282.46119666
6123,1934,CA,USF,SHF, ,00000000,,,14,,,214.86732,,1,00000884,{3A488B2B-0A7D-4DBA-843F-F7368032F63A},5607.57077469759,1550817.90442657
6124,1934,CA,USF,SHF, ,00000000,,,14,,,225.3325,,1,00000875,{CC98E2C3-8C2A-480F-A6D5-E076AE97ACDF},5626.3573458872,1626297.18371099
6125,1934,CA,USF,SHF, ,00000000,,,1,,,1657.1937,,1,00000872,{C55A36B3-83EA-4C07-9962-24B3E346FEC9},15289.9617551237,11895218.7495845
6126,1934,CA,USF,SHF, ,00000000,,,9,,,157.45003,,1,00000813,{6E0A65D7-FD33-4826-8A9E-6DB59B460F61},5052.62448663021,1129923.06516369
6127,1934,CA,USF,SHF, ,00000000,,,9,,,135.73489,,1,00000501,{12E637F0-F17C-4A62-87DA-EBC4BC6EDF39},4591.0859321729,973249.107147594
6128,1934,CA,USF,SHF, ,00000000,,,9,,,775.82513,,1,00000887,{B4B85CBA-D0BD-4F2A-B1B6-E4BF412C30F0},10275.723872977,5530043.1228191
6129,1934,CA,USF,SHF, ,00000000,,,14,,,155.91817,,1,00000858,{DF399D45-0BE1-4D10-81C7-08092144A7F9},6103.39744063294,1110706.68841418
6130,1934,CA,USF,SHF, ,00000000,,,9,,,674.69104,,1,00000883,{DAEF4557-F062-47B1-8029-929910A45593},10911.3487364146,4796588.38080958
6131,1934,CA,USF,SHF, ,00000000,,,14,,,182.6902,,1,00000890,{514E146D-8CF6-488B-8144-CAED70A1DB3F},4915.009334813,1298372.25690365
6132,1934,CA,USF,SHF, ,00000000,,,14,,,558.14001,,1,00000178,{DF255A5A-831B-426D-B204-8E97ACE954DA},8936.86445756298,3953426.61057301
6133,1934,CA,USF,SHF, ,00000000,,,9,,,407.35629,,1,00000080,{63DD8680-2F2C-43FA-ABC7-7B2F2DF1A757},7747.3459978923,2848689.74499802
6134,1934,CA,USF,SHF, ,00000000,,,9,,,586.05573,,1,00000078,{62B2DFD2-3ACA-401A-9419-CABA8551526A},9159.35032349052,4084059.78591401
6135,1934,CA,USF,SHF, ,00000000,,,9,,,1007.3799,,1,00000902,{7B2EEC69-F72E-40B2-95C8-FC39C27EB2AF},12141.5987803596,7117881.65677128
6136,1934,CA,USF,SHF, ,00000000,,,9,,,612.08417,,1,00000079,{39029681-EFFE-4C44-BFB1-7EE6967BC7A0},12044.2368184102,4275264.37714751
6137,1934,CA,USF,SHF, ,00000000,,,9,,,58.758648,,1,00000017,{4C0A18FC-CD7E-4D85-9054-F49992DF70E7},3542.37857020402,409427.744612643
6138,1934,CA,USF,PNF, ,00000000,,,14,,,172.40388,,1,00000001,{8EC74F22-BCE6-4DDB-BC77-090D565D49A2},4849.12521010736,1191983.04791543
6139,1934,CA,USF,PNF, ,00000000,,,14,,,11292.455,,1,00000002,{FB83E708-E0C6-436E-B421-346477343F5C},51985.3624422237,77585831.5801849
6140,1934,CA,USF,PNF, ,00000000,,,14,,,715.41351,,1,00000003,{96F247CD-544E-480C-869C-DF03AAFDE934},10294.1432082755,4909136.39091562
6141,1934,CA,USF,PNF, ,00000000,,,14,,,168.13112,,1,00000004,{C8E66480-8963-40F5-95CB-B8EFD9CE9C79},5346.97091527521,1142989.56795182
6142,1934,CA,USF,PNF, ,00000000,,,14, ,,267.86121,,1,00000006,{176072D5-0F91-4371-AD17-3ABEEF2E0C24},6056.68925265945,1819357.53753091
6143,1934,CA,USF,PNF, ,00000000,,,14,,,212.42273,,1,00000005,{9399E77E-C09D-4D4B-AEC5-C0B0B535E580},5274.12057328032,1443524.7540737
6144,1934,CA,USF,SNF, ,00000000,,,14,,,3930.0164,,1,00000001,{4E8A5AB3-96D7-4FD7-BC8F-04F1F6B89B78},24757.1714004997,25305116.4445307
6145,1934,CA,USF,SNF, ,00000000,,,14,,,414.31766,,1,00000002,{B40D2744-395B-4832-8051-BF696BBA0D7E},7628.35026514624,2666152.98122634
6146,1934,CA,USF,SNF, ,00000000,,,14,,,303.92535,,1,00000003,{CAE48B85-2BCA-46DD-B762-DB9E1A5A95FB},5664.04424039177,1954003.04057543
6147,1934,CA,USF,SNF, ,00000000,,,14,,,8313.2236,,1,00000004,{09D3CB2C-25B2-4F47-94DE-69B38C1F76F3},36542.5108569075,53290946.8958259
6148,1934,CA,USF,SNF, ,00000000,,,9,,,13.800023,,1,00000005,{87DA0F78-4E3E-4E81-A11F-1FD436FE9241},1122.29785222037,89001.1864754512
6149,1934,CA,USF,SNF, ,00000000,,,14,,,136.51016,,1,00000006,{B6CBB23D-FF99-440F-8433-E791A6AC5A07},3509.79758090938,866221.401568735
6150,1934,CA,USF,KNF, ,00000000,,,14,,,553.96411,,1,00000005,{25BC5733-58C7-4D77-95BB-5D18E0B4806D},9662.61800954731,4061748.80781355
6151,1934,CA,USF,KNF, ,00000000,,,14,,,959.75201,,1,00000201,{EB02AE77-B077-41B3-B61C-3AD2E4D094F5},15579.9731227774,6941708.77062707
6152,1934,CA,USF,KNF, ,00000000,,,14,,,148.18414,,1,00000256,{81D56CB1-BF6D-4032-B1E4-FB559D38F75D},4316.39131356372,1068249.43305828
6153,1940,CA,CCO,VNC,CAMARILLO RIFLE RANG,00000000,1940/10/18 00:00:00,,14,,,1411.1052,,1,00000000,{7FFBF2BC-63E7-4B80-9CE9-2855AE50D280},19540.0359963878,8372298.81609809
6154,1940,CA,CCO,LAC,SEQUIT FIRE NO. 54,00000000,1940/07/13 00:00:00,,14,,,177.77744,,1,00000000,{0AF51C94-417A-42F7-BDEF-A20B71006C61},5752.19037350524,1050627.45740866
6155,1940,CA,USF,LPF, ,00000000,,,9,,,179.65723,,1,00000014,{CDBF9454-3A98-424A-8EFF-C289B306A2B1},4656.66907836055,1082327.42892279
6156,1940,CA,USF,LPF, ,00000000,,,9,,,49.126339,,1,00000023,{6AAFF118-0341-4013-A2C2-54C86D71767D},2020.38328698074,298782.357366376
6157,1940,CA,USF,CNF, ,00000000,,,9,,,185.11702,,1,00000005,{7232BB75-E03B-4DE6-A6D6-925FDCE7E211},5807.75364573768,1065305.31745253
6158,1940,CA,USF,CNF, ,00000000,,,9,,,109.81206,,1,00000004,{51F677B0-D6A6-45A8-9B18-67CA73D27374},4647.6919359965,630960.68807827
6159,1940,CA,USF,CNF, ,00000000,,,9,,,35.105595,,1,00000001,{291A67B1-0D3B-41A1-90DC-F19A89087E76},1854.32481291081,201056.784540264
6160,1940,CA,USF,BDF, ,00000000,,,14,,,484.8689,,1,00000000,{4586FEA3-AB78-430E-9374-998425CD6463},7796.31035450773,2859974.58712347
6161,1940,CA,USF,BDF, ,00000000,,,14,,,1403.9314,,1,00000000,{B1C15690-ED6F-41B3-AD72-F2DA23C10DA8},15671.5483090697,8258598.2680061
6162,1940,CA,USF,BDF, ,00000000,,,14,,,3230.647,,1,00000000,{45154625-90C4-48DC-AE55-27C83BE714E5},20391.8028666818,18925844.6825944
